"feature","Astro.L1.FGFR3.MT1G","Endo.L2.5.CLDN5","VLMC.L1.3.CYP1B1","Peri.L1.6.MUSTN1","Astro.L1.FGFR3.FOS","Oligo.L4.6.MOBP.COL18A1","OPC.L1.6.MYT1","Micro.L1.6.C1QC","Oligo.L4.6.OPALIN","Astro.L1.6.FGFR3.ETNPPL"
"C6orf89",0.21504587,0.04307692,0.10625,0.12291667,0.40910715,1.4381676,0.18493104,0.1027936,0.5100159,0.4466989
"C6orf99",0,0,0,0,0.010535714,0,0,0,0,0.030646492
"C7",0.19256881,0.08403846,7.08,0.27625,0.24333334,0.28726315,0.14093104,0.14744681,0.19766481,0.2942091
"C7orf13",0,0,0,0,0,0,0,0,0,0
"C7orf25",0,0,0,0,0,0,0,0,0,0
"C7orf26",0,0,0.155,0,0.0225,0,0,0,0,0.042124137
"C7orf31",0,0,0,0,0.04232143,0,0,0,0,0
"C7orf33",0,0,0,0,0,0,0,0,0,0
"C7orf34",0,0,0,0,0,0,0,0,0,0
"C7orf43",0,0,0,0,0,0,0,0,0,0
"C7orf49",0,0,0,0,0,0,0,0,0,0
"C7orf50",0.16825688,0,0,0.025416667,0.56142855,0.15210526,0.06425129,0.017712766,0.041119937,0.26844138
"C7orf55",0,0,0,0,0,0,0,0,0,0
"C7orf55-LUC7L2",0,0,0,0,0,0,0,0,0,0
"C7orf57",0,0,0,0,0,0,0,0,0,0
"C7orf60",0.15627272,0.09961539,0,0,0.12,0.043894738,0.4586724,0.055907473,0,0.59733427
"C7orf61",0,0,0,0,0.057142857,0,0,0,0,0.1253453
"C7orf62",0,0,0,0,0,0,0,0,0,0
"C7orf65",0,0,0,0,0,0,0,0,0,0
"C7orf66",0,0,0,0,0,0,0,0,0,0
"C7orf69",0,0,0,0,0,0,0,0,0,0
"C7orf71",0,0,0,0,0,0,0,0,0,0
"C7orf72",0,0,0,0,0,0,0,0,0,0
"C7orf73",0.033577982,0,0,0,0.119642854,0,0,0,0,0.07979282
"C7orf76",0,0,0,0,0,0,0,0,0,0
"C8A",0,0,0,0,0,0,0,0,0,0
"C8B",0,0,0,0,0,0,0,0,0,0
"C8G",0,0,0,0,0,0,0,0,0,0
"C8orf22",0,0,0,0,0,0,0,0,0,0
"C8orf31",0,0,0,0,0,0,0,0,0,0
"C8orf33",0,0,0,0,0,0,0,0,0,0
"C8orf34",0.2557798,0,0.23,0.16208333,0.43339285,0.24157895,0.19245283,0.20721631,0.16411765,0.31594223
"C8orf37",0,0,0,0,0,0,0,0,0,0
"C8orf37-AS1",0.9985321,0.07673077,0.31,0.048333332,1.3682142,0.37110525,0.24556701,0.25340387,0.20438541,1.0975
"C8orf4",0,0,0,0,0,0,0,0,0,0
"C8orf44",0,0,0,0,0,0,0,0,0,0
"C8orf44-SGK3",0.13926606,0.053461537,0,0,0.056785714,0.24242105,0.030943396,0.06451957,0.09062003,0.3925276
"C8orf46",0,0,0,0,0,1.2074736,0.97481036,0,0.6587669,0.014468965
"C8orf48",0,0,0,0,0,0,0,0,0,0
"C8orf49",0,0,0,0,0,0,0,0,0,0
"C8orf58",0,0,0,0,0,0,0,0,0,0
"C8orf59",0,0,0,0,0,0,0,0,0,0
"C8orf74",0,0,0,0,0,0,0,0,0,0
"C8orf76",0,0,0,0,0,0,0,0,0,0
"C8orf82",0,0,0,0,0,0,0,0,0,0
"C8orf86",0,0,0,0,0,0,0,0,0,0
"C8orf87",0,0,0,0,0,0,0,0,0,0
"C8orf88",0,0,0,0,0,0,0,0,0,0
"C8orf89",0,0,0,0,0,0,0,0,0,0
"C9",0,0,0,0,0,0,0,0,0,0
"C9orf106",0,0,0,0,0,0,0,0,0,0
"C9orf114",0.6547706,0,0,0,0.14857143,0,0,0,0,0.5902348
"C9orf116",0,0,0,0,0,0,0,0,0,0
"C9orf117",0,0,0,0,0,0,0,0,0,0
"C9orf129",0,0,0,0,0,0,0,0,0,0
"C9orf131",0,0,0,0,0,0,0,0,0,0
"C9orf135",0,0,0,0,0,0,0,0,0,0
"C9orf135-AS1",0,0,0,0,0,0,0,0,0,0
"C9orf139",0,0,0,0,0,0,0,0,0,0
"C9orf142",0.030366972,0,0,0,0.5017857,0,0,0,0,0.20396408
"C9orf147",0,0,0,0,0,0,0,0,0,0
"C9orf152",0,0,0,0,0,0,0,0,0,0
"C9orf153",0,0,0.25125,0,0,0,0,0,0,0.0013535912
"C9orf156",0.009816513,0,0,0,0.18732142,0.058,0,0,0.005306285,0.17561379
"C9orf16",0,0,0,0,0,0,0,0,0,0
"C9orf163",0,0,0,0,0,0,0,0,0,0
"C9orf170",0,0,0,0,0,0,0,0,0,0
"C9orf171",0.107889906,0.085185185,0,0,0.15410714,0.19431579,0.052891567,0.06676732,0.033995252,0.16763411
"C9orf172",0,0,0,0,0,0,0,0,0,0
"C9orf173",0,0,0,0,0,0,0,0,0,0
"C9orf173-AS1",0,0,0,0,0,0,0,0,0,0
"C9orf24",0,0,0,0,0,0,0,0,0,0.09464088
"C9orf3",5.1341667,2.1028845,4.236,3.915,6.0581083,8.679841,4.26036,0.67039144,8.892765,5.198804
"C9orf40",0,0,0,0,0,0,0,0,0,0
"C9orf41",0.019541284,0.06788462,0,0,0.14160714,0.1261579,0.0640378,0,0.016595576,0.0822314
"C9orf41-AS1",0.08082569,0.026538461,1.048,0,0.18660714,0.04205263,0.05698276,0.06788632,0.029301032,0.28452414
"C9orf43",0,0,0,0,0,0,0,0,0,0
"C9orf47",0,0,0,0,0,0,0,0,0,0
"C9orf50",0,0,0,0,0,0,0,0,0,0
"C9orf57",0,0,0,0,0,0,0,0,0,0
"C9orf62",0,0,0,0,0,0,0,0,0,0
"C9orf64",0,0,0.0825,0,0,0,0,0,0,0
"C9orf66",0,0,0,0,0,0,0,0.13724199,0,0
"C9orf69",0,0,0,0,0,0,0,0,0,0
"C9orf72",0,0,0,0,0.017678572,0,0,0.018256228,0,0
"C9orf78",0,0,0,0,0,0,0,0,0,0
"C9orf84",1.4352293,0.37980768,1.2675,0.495,2.49375,0.45289475,1.1579311,1.2937188,0.14874403,2.0448067
"C9orf85",0.12256881,0.0575,0,0,0.15357143,1.5983158,0.14975904,0.027300177,0.74003184,0.2738536
"C9orf89",0.3291743,0,0.085,0,0.1617857,0,0,0,0,0.13321379
"C9orf9",0,0,0,0,0,0,0,0,0,0
"C9orf91",0,0,0,0,0,0,0,0,0,0
"C9orf92",0,0,0,0,0,0,0,0,0,0
"CA1",0,0,0,0,0.035535716,0,0,0,0,0
"CA10",0.07981651,0,0.31625,0,0.13232143,0.115759164,10.620641,0.06738053,0.0651074,0.15099037
"CA11",0,0,0,0,0,0,0,0,0,0
"CA12",0,0,0,0,0,0,0,0,0,0
"CA13",0,0,0,0,0,0,0,0,0,0
"CA14",0,0,0,0,0,0.17836842,0,0,0,0
"CA15P2",0,0,0,0,0,0,0,0,0,0
"CA2",0.13183486,0,0,3.0466666,0.32892856,8.282778,0,0,8.148081,0.094696134
"CA3",0,0,0,0,0,0,0,0,0,0
"CA4",0,0,0,1.8420833,0,0,0,0,0,0
"CA5A",0,0.04423077,0,0,0.044285715,0.027894737,0,0,0,0.04499312
"CA5AP1",0,0,0,0,0,0,0,0,0,0
"CA5B",0.45376146,0.26076922,0.21625,0.07666667,1.1503571,0.23722513,0.24281786,0.3021454,0.25281423,0.4082069
"CA5BP1",0.58990824,0,0,0,2.275893,0,0,0,0,0
"CA6",0,0,0,0,0,0,0,0,0,0
"CA7",0,0,0,0,0,0,0,0,0,0
"CA8",0.11577982,0,0,0,0.115357146,0,1.9597758,0,0,2.2753444
"CA9",0,0,0,0,0,0,0,0,0,0
"CAAP1",0.025321102,0,0,0,0.14017858,0.09884211,0.059793103,0,0.002027027,0.2313931
"CAB39",0.39715597,0.48153847,0.1075,0.05875,0.57857144,0.83978945,0.46865517,2.128185,0.29424822,0.726395
"CAB39L",0.79,0,0.285,0.125,1.02625,0.98157895,0.251,0,0.17547335,1.3913674
"CABIN1",0.56642205,0.12326923,3.024,0.8475,0.8807143,0.6661053,0.23734483,0.14316814,0.18521878,0.7953039
"CABLES1",0.18363637,0.06076923,0.1775,0.094166666,0.11392857,0.14442106,2.4837348,0.2530071,0.042999204,8.543719
"CABLES2",0,0,0,0,0,0,0,0,0,0
"CABP1",0,0,0,0,0,0,0.2739655,0,0,0
"CABP2",0,0,0,0,0,0,0,0,0,0
"CABP4",0,0,0,0,0,0,0,0,0,0
"CABP5",0,0,0,0,0,0,0,0,0,0
"CABP7",0,0,0,0,0,0,0,0,0,0
"CABS1",0,0,0,0,0,0,0,0,0,0
"CABYR",0,0,0.0625,0,0,0.025421053,0,0,0,0
"CABYRP1",0,0,0,0,0,0,0,0,0,0
"CACFD1",0,0,0,0,0,0,0,0,0,0
"CACHD1",8.103836,0.041346155,0.21625,3.2354167,6.938108,0.062315788,0.55756897,0.017886324,0.048114557,8.35031
"CACNA1A",1.5009723,1.4652941,2.348,1.4444444,1.8697298,1.7986615,7.3139434,3.00736,1.4411479,2.4204772
"CACNA1B",0.30412844,0.16576923,0,0.053333335,0.17392857,0.17404145,0.08454389,0.064671405,0.08236133,1.6282735
"CACNA1C",5.1309724,0.36576924,5.544,11.115625,4.7902703,0.43094736,5.122196,0.1902669,0.19825949,3.9608867
"CACNA1C-AS1",0,0,0,0,0,0,0,0,0,0
"CACNA1C-AS2",0,0,0,0,0,0,0,0,0,0
"CACNA1C-AS4",0,0,0,0,0,0,0,0,0,0
"CACNA1C-IT2",0,0,0,0,0,0,0,0,0,0
"CACNA1C-IT3",0,0,0,0,0,0,0,0,0,0
"CACNA1D",0.18284404,0.011346154,0,0,0.24035715,0.38826317,6.9799485,0.64460033,0.07081081,0.32935083
"CACNA1E",0,0.5928846,0.14125,0,0,0.057277486,0.3255862,0,0,0
"CACNA1F",0,0,0,0,0,0,0,0,0,0
"CACNA1G",0,0,0,0,0,0,0,0,0,0
"CACNA1G-AS1",0,0,0,0,0,0,0,0,0,0
"CACNA1H",0,0,0,0,0,0,0,0,0,0
"CACNA1I",0,0,0.0825,0,0,0,0,0,0,0
"CACNA1S",0,0,0,0,0,0,0,0,0,0
"CACNA2D1",1.5608257,0.6273077,5.904,4.15625,1.9832143,8.846984,7.6231956,0.24450354,8.865832,3.9170954
"CACNA2D2",0,0,0,0,0,0,0,0,0,0
"CACNA2D3",0.60311925,0.44076923,9.76,6.44875,2.8297298,0.7394737,6.664496,0.50964475,0.4343254,2.8444421
"CACNA2D3-AS1",0,0,0,0,0,0,0,0,0,0
"CACNA2D4",0,0,0,0,0,0,0,0,0,0
"CACNB1",0.08486239,0,0,0,0,0,0,0,0,0.5401657
"CACNB2",8.741667,1.15,3.364,6.328125,3.2078378,0.8979474,1.8636434,0.598274,0.592813,10.462181
"CACNB3",0,0,0,0,0,0,0,0,0,0
"CACNB4",4.5516667,0.089423075,0.155,0.24,4.346757,0.4556842,2.909069,7.20762,0.22900237,1.4669061
"CACNG1",0,0,0,0,0,0,0,0,0,0
"CACNG2",0.15390909,0.054615386,0.1675,0.020833334,0.16875,0.1459375,0.39855173,0.02772242,0.03783056,0.19103591
"CACNG3",0.015045872,0.07230769,0.1075,0,0.07714286,0.006894737,0.003086207,0,0.010332805,0.042390108
"CACNG4",0,0,0,0,0,0,5.3700514,0,0,0
"CACNG5",0,0,0,0,0,0,0.42075863,0,0,0
"CACNG6",0,0,0,0,0.023571428,0,0,0,0,0
"CACNG7",0.12981652,0,0,0.020833334,0.14142857,0.083350785,0.25936207,0,0.027688045,0.2338674
"CACNG8",0,0.024615385,0,0,0.09142857,0.020368421,0.34039655,0,0,0.013793103
"CACTIN",0,0,0,0,0,0,0,0,0,0
"CACTIN-AS1",0,0,0,0,0,0,0,0,0,0
"CACUL1",0.20495413,0.07230769,0.37,0,0.24678572,0.735,0.120344825,0.16575488,0.09521082,0.9811464
"CACYBP",0,0,0.0825,0,0,0,0,0,0,0
"CACYBPP1",0,0,0,0,0,0,0,0,0,0
"CACYBPP2",0,0,0,0,0,0,0,0,0,0
"CAD",0,0,0.69625,0,0,0,0,0,0,0.014447514
"CADM1",9.172639,0.08096154,0.2875,0.3422222,7.9137836,8.68874,8.752088,0.12136525,8.155208,10.401967
"CADM2",10.516986,0.60096157,1.94,0.77416664,10.154594,11.9690695,11.880077,0.84053284,12.350807,11.190124
"CADM2-AS1",0,0,0,0,0,0,0,0,0,0
"CADM2-AS2",0,0,0,0,0,0,0,0,0,0
"CADM3",0,0,0,0,0,0,0,0,0,0
"CADM3-AS1",0,0,0,0,0,0,0,0,0,0
"CADM4",0,0,0,0,0,0.1346842,0.012741379,0,0.08420844,0
"CADPS",0.56137615,0.10711539,0.0625,0.18125,1.3571428,0.42563158,7.185077,0.21170515,0.17780952,1.5982873
"CADPS2",1.7708257,6.9022856,7.668,0.38583332,1.0117857,0.36078948,1.2934828,0.3741815,0.19275258,3.290909
"CAGE1",0,0,0,0,0.06508772,0,0,0,0,0
"CAHM",0,0,0,0,0,0,0,0,0,0
"CALB1",0,0,0,0,0,0,0,0,0,0
"CALB2",0,0,0,0,0,0,0,0,0,0
"CALCA",0,0,0,0,0,0,0,0,0,0
"CALCB",0,0,0,0,0,0,0,0,0,0
"CALCOCO1",0,0,0,0,0.30785716,0.2291579,0,0,0.0042402544,0.09649171
"CALCOCO2",0.30284405,0.64826924,0.39,0.13083333,0.11178572,0.16605262,0.06608621,0,0.033253968,0.2973895
"CALCP",0,0,0,0,0,0,0,0,0,0
"CALCR",0,0,0,0,0,0,0,0,0,0
"CALCRL",0,0.90884614,0,0,0,0,3.3885345,0,0,0
"CALD1",0,0,0.9,10.085,0,0.8506842,0.89237523,0,0.61483693,0
"CALHM1",0,0,0,0,0,0,0,0,0,0
"CALHM2",0,0,0,0,0,0,0,0,0,0
"CALHM3",0,0,0,0,0,0,0,0,0,0
"CALM1",8.221806,9.207059,0,5.3454165,8.025135,8.273809,7.2761183,0.8166548,8.031229,7.1783643
"CALM1P1",0,0,0,0,0,0,0,0,0,0
"CALM1P2",0,0,0,0.05125,0,0,0,0,0,0
"CALM2",8.130417,6.3573527,1.7,8.64375,7.635676,8.976614,5.788372,2.955453,8.808997,7.760332
"CALM2P1",0,0,0,0,0,0,0,0,0,0
"CALM2P2",0,0,0,0.1125,0,0.061157893,0,0,0.039023034,0
"CALM2P3",0,0,0,0.28333333,0,0.058,0,0,0.03524264,0
"CALM2P4",0,0,0,0,0,0,0,0,0,0
"CALM3",0,0,0,0,0,0,0,0,0,0
"CALML3",0,0,0,0,0,0,0,0,0,0
"CALML3-AS1",0,0,0,0,0,0,0,0,0,0
"CALML4",0,0,0,0,0,0,0,0,0,0
"CALML5",0,0,0,0,0,0,0,0,0,0
"CALML6",0,0,0,0,0,0,0,0,0,0
"CALN1",2.0483334,1.9991176,2.5983334,1.714375,2.2756758,3.455,2.040694,2.0969067,2.2586002,3.8791735
"CALR",0.12449541,0,0,0.08166666,0.5073214,0.108842105,0.09898276,0,0.040484898,0.16330111
"CALR3",0,0,0,0,0.04464286,0.013789474,0,0,0,0
"CALR4P",0,0,0,0,0,0,0,0,0,0
"CALU",0.039357796,0,3.31125,0,0.115,0.04094737,0.009551724,0,0.0075755166,0.1496547
"CALY",0,0,0,0,0,0,0,0,0,0
"CAMK1",0,0,0,0,0,0,0,0,0,0
"CAMK1D",7.2556944,3.5411766,6.264,2.0575,8.706216,1.805873,4.0177,7.144427,1.6658026,5.858506
"CAMK1G",0,0,0,0,0,0,0,0,0,0
"CAMK2A",0,0,0,0,0.10642857,0,0,0,0,0
"CAMK2B",0.3033945,0,0,0,1.1994643,0,0,0,0,2.2098207
"CAMK2D",0.84889907,3.5396154,6.586,2.9420834,2.5110714,1.8912631,3.154931,2.611119,0.88762134,2.0567126
"CAMK2G",8.980833,0,0.89125,0.29833335,9.408379,0.038315788,0.6322203,0.12800711,0.030103093,8.979566
"CAMK2N1",0,0,0,0.19541667,0,3.8898947,0,0,3.0546782,0.09220994
"CAMK2N2",0,0,0,0,0,0,0,0,0,0
"CAMK4",0.39385322,0,0,0.054166667,0.63875,0.053842105,1.7667183,0.023268206,0,1.523338
"CAMKK1",0,0,0,0,0,0,0,0,0,0
"CAMKK2",0.12055046,0.3353846,0.505,0.027916666,0.046428572,0.33789474,0.062327586,0.11085409,0.10056439,0.1548143
"CAMKMT",6.1216664,3.8735294,2.53625,1.51125,5.668108,6.615556,1.9157242,1.164911,4.5216646,6.901992
"CAMKV",0,0,0,0,0,0,0,0,0,0
"CAMLG",0,0,0.0625,0,0.06303571,0,0,0,0,0
"CAMP",0,0,0,0,0,0,0,0,0,0
"CAMSAP1",0.18844037,0,0,0.03,0.24589285,0.24494737,0.114793815,0.04758007,0.035977744,0.3721271
"CAMSAP2",1.9299083,0.61365384,3.008,1.38625,2.27,2.1399474,6.0791235,0.5225222,0.87091416,4.461191
"CAMSAP3",0,0,0,0,0,0,0,0,0,0
"CAMTA1",9.088056,5.445294,1.432,5.024375,9.072163,7.285476,8.359922,2.570508,5.786134,8.949527
"CAMTA1-IT1",0,0,0,0,0,0,0,0,0,0
"CAMTA2",0.03727273,0,0,0,0.015535714,0,0,0,0,0.05781768
"CAND1",0,0.13615385,0,0,0.024642857,0.20194736,0.060189657,0,0.006197295,0.059447512
"CAND1.11",0,0,0.0925,0,0,0,0,0,0,0
"CAND2",0,0,0,0,0,0,0,0,0,0
"CANT1",0,0,0,0,0,0,0,0,0,0
"CANX",1.3289908,0.6776923,1.43,2.2075,2.8645947,3.305238,1.6234138,0.6950977,2.8262856,2.0001037
"CAP1",0.04174312,0.12423077,0,0.025833333,0.080714285,0.11321053,0,0.1499644,0.0011058075,0.025621546
"CAP1P1",0,0,0,0,0,0,0,0,0,0
"CAP1P2",0,0,0,0,0,0,0,0,0,0
"CAP2",0.43,0.39192307,0.535,0.40625,0.63517857,0.5225654,0.51144826,0.34941697,0.3608035,0.53821826
"CAP2P1",0,0,0,0,0,0,0,0,0,0
"CAPG",0,0,0,0,0,0,0,0,0,0
"CAPN1",0.021926606,0,0.0925,0,0.118392855,0,0,0,0,0.07390345
"CAPN10",0,0,0,0,0,0,0,0,0,0
"CAPN10-AS1",0,0,0,0,0,0,0,0,0,0
"CAPN11",0,0,0,0,0,0,0,0,0,0
"CAPN12",0,0,0,0,0,0,0,0,0,0
"CAPN13",0,0,0,0,0,0,0,0,0,0
"CAPN14",0,0,0,0,0,0,0,0,0,0
"CAPN15",0,0,0,0,0,0,0,0,0,0.012372414
"CAPN2",3.7879817,0.6467308,0.095,0.083333336,3.4851785,0.11636842,0.8581552,0,0.014208433,6.3577433
"CAPN3",0.06963303,0,0,0,0.4625,8.583015,0,0,7.6867857,0.07219008
"CAPN5",0,0,0,0,0,0,0,0,0,0
"CAPN6",0.25363636,0.25615385,0.2025,0.38541666,0.31446427,0.22094737,0.1688124,0.28457296,0.25240126,0.33354974
"CAPN7",0.45495412,0.024807692,0.41875,0.26791668,0.30035713,1.3407369,1.1272241,0.012811388,0.36195394,0.9350759
"CAPN8",0,0,0,0,0,0,0,0,0,0
"CAPN9",0,0,0,0,0,0,0,0,0,0
"CAPNS1",0,0,0,0.23833333,0,0.03531579,0,0,0,0
"CAPNS1P1",0,0,0,0,0,0,0,0,0,0
"CAPNS2",0,0,0,0,0,0,0,0,0,0
"CAPRIN1",0.4912844,0.05096154,0,0,0.9092857,0.37857896,0.09581035,0.018576512,0.16268098,0.46559393
"CAPRIN2",0.8068807,0.04076923,0.095,0,0.5957143,0,0.20632759,0,0,1.2322483
"CAPS",0,0,0,0,0,0,0,0,0,0
"CAPS2",0.12963302,0,0.295,0,0,0.08836842,0.047017243,0,0,0.39492413
"CAPSL",0,0,0,0,0,0,0,0,0,0
"CAPZA1",1.0678182,0.5821154,3.218,0.13875,1.2039286,1.6874211,0.7412414,1.0682384,0.42556882,1.9383426
"CAPZA1P",0,0,0,0,0,0,0,0,0,0
"CAPZA2",0.6498165,1.4915384,0.4225,0.32416666,1.5310714,1.0911579,0.57734483,0.98131675,0.26419252,0.9853168
"CAPZA3",0,0,0,0,0,0,0,0,0,0
"CAPZB",1.829633,0.7376923,4.42,2.528125,1.4230357,3.1515625,0.88894826,9.045399,1.1127049,3.1198962
"CARD10",0,0,0,0,0,0,0,0,0,0
"CARD11",0.17623854,0.1748077,0,0.026666667,0.37894738,0.23157895,0.19461274,1.9126288,0.12811455,0.3713361
"CARD14",0,0,0,0,0,0,0,0,0,0
"CARD16",0,0,0,0,0,0,0,0,0,0
"CARD17",0,0,0,0,0,0,0,0,0,0
"CARD18",0,0,0,0,0,0,0,0,0,0
"CARD6",0,0,0,0,0,0,0,0,0,0
"CARD8",0,0.77384615,0.085,0.07833333,0.20607142,0.085210524,0.035728987,0.9431317,0.0017422434,0.114779
"CARD8-AS1",0,0,0,0,0,0,0,0,0,0
"CARD9",0,0,0,0,0,0,0,0,0,0
"CARF",0.09321101,0,0.31125,0,0.20767857,0.8576842,0.093982756,0.038031913,0.15007155,0.46171272
"CARHSP1",0,0,0.32875,0,0.054285713,0.00931579,0,0,0.007398568,0.1094337
"CARKD",0,0,0,0,0,0,0,0,0,0
"CARM1",0.14587156,0,0.085,0,0.1825,0.07010526,0.048812393,0.0076156585,0.032521877,0.25473756
"CARM1P1",0,0,0,0,0,0,0,0,0,0
"CARNS1",0,0,0,0,0,9.24874,0,0,9.155846,0
"CARS",0,0,0,0.09916667,0,0.010052632,0,0,0,0.0013674033
"CARS2",0.34816512,0,0.37625,0,0.1819643,0.32421052,0.039172415,0.05302491,0.07591885,0.47448894
"CARSP1",0,0,0,0,0,0,0,0,0,0
"CARTPT",0,0,0,0,0,0,0,0,0,0
"CASC1",0.06201835,0,0.23375,0,0.16160715,0.04357895,0.0042685024,0.0071708183,0,0.18790922
"CASC10",0,0,0,0,0,0,0,0,0,0
"CASC11",0,0,0,0,0,0,0,0,0,0
"CASC15",2.0806756,2.0645714,2.532,8.616875,2.2797298,2.186378,2.6705656,2.1942592,2.0438406,2.1872783
"CASC16",0,0,0,0,0,0,0,0,0,0
"CASC17",0.221,0.061509434,0.45,0.16041666,0.04857143,0.03329843,0.104448274,0.11957295,0.06337838,0.28912982
"CASC18",0,0,0,0,0,0,0,0,0,0
"CASC19",0,0,0,0,0,0,0,0,0,0
"CASC2",0.95495415,0,0,0,2.0364287,0.012157895,0,0,0,1.3829696
"CASC20",0,0,0,0,0,0,0,0,0,0
"CASC21",0,0,0,0,0,0,0,0,0,0
"CASC22",0,0,0,0,0,0,0,0,0,0
"CASC23",0,0,0,0,0,0,0,0,0,0
"CASC3",0.41137615,0.1826923,0.59375,0.050833333,0.70517856,0.23371728,0.12745267,0.06371886,0.12366164,0.51845306
"CASC4",4.94274,0.7344231,4.03,0.5675,5.7251353,5.2307935,3.5019794,0.80423486,4.235779,5.580415
"CASC4P1",0,0,0,0,0,0,0,0,0,0
"CASC5",0.26154545,0.20358491,0.46444446,0.3924,0.63589287,0.42873684,0.33560345,0.3524291,0.28432778,0.4455862
"CASC6",0,0,0,0,0,0,0,0,0,0
"CASC8",0,0,0,0,0,0,0,0,0,0
"CASC9",0,0,0.085,0,0,0,0,0,0,0
"CASD1",0,0,0,0,0.013928572,0.4215263,0.079448275,0,0.020970564,0.013881216
"CASK",2.5529168,0.8434615,3.146,0.62958336,7.6754055,1.1472632,9.000386,2.3339305,0.76320094,3.2002692
"CASKIN1",0,0,0,0,0.22642857,0,0,0,0,0.5875
"CASKIN2",0,0,0,0,0,0,0,0,0,0
"CASKP1",0,0,0,0,0,0,0,0,0,0
"CASP1",0,0,0,0,0,0,0,0,0,0
"CASP10",0,0.5078846,0,0,0,0,0,0.0126642985,0,0
"CASP12",0,0,0,0,0,0,0,0,0,0
"CASP14",0,0,0,0,0,0,0,0,0,0
"CASP1P1",0,0,0,0,0,0,0,0,0,0
"CASP1P2",0,0,0,0,0,0,0,0,0,0
"CASP1P3",0,0,0,0,0,0,0,0,0,0
"CASP2",0,0,0,0,0,0.009526316,0,0,0,0
"CASP3",0,0,0,0,0,0,0,0,0,0
"CASP3P1",0,0,0,0,0,0,0,0,0,0
"CASP4",0,0.02,0,0,0,0,0,0,0,0
"CASP5",0,0,0,0,0,0,0,0,0,0
"CASP6",0,0,0,0,0,0,0,0,0,0
"CASP7",0,0,0,0,0,0,0,0,0,0.04186464
"CASP8",0,0.053846154,0.085,0,0.024107143,0,0,0,0,0.0344337
"CASP8AP2",0.25091743,0.062115386,0.1475,0.16375,0.6498214,0.4308421,0.21376288,0.12323844,0.14300716,0.5388674
"CASP9",0.0055963304,0,0,0,0.06696428,0,0,0,0,0.01647868
"CASQ1",0,0,0,0,0,0,0,0,0,0
"CASQ2",0,0,0,0,0,0,0,0,0,0
"CASR",0,0,0,0,0,0,0,0,0,0
"CASS4",0,0.072692305,0,0,0,0,0,0.1641815,0,0.0024171271
"CAST",0.43302754,1.0230188,0.46125,1.0154166,1.928772,1.1912105,0.08162069,0.19733097,0.3997136,0.84111726
"CASZ1",0.063761465,0.064615384,0,0.036666665,0.047857143,0.07810526,0.06567241,0.09697509,0.07774424,0.053026136
"CAT",0.3501835,0,0.6325,0.025416667,0.555,0.108,0.03563574,0,0.04652347,1.053826
"CATIP",0,0,0,0,0,0,0,0,0,0
"CATIP-AS1",0,0,0,0,0,0,0,0,0,0
"CATIP-AS2",0,0,0,0,0,0,0,0,0,0
"CATSPER1",0,0,0,0,0,0,0,0,0,0
"CATSPER2",0,0,0,0,0,0,0,0,0,0
"CATSPER2P1",0,0,0,0,0,0,0,0,0,0
"CATSPER3",0,0,0,0,0,0,0,0,0,0.049571823
"CATSPER4",0,0,0,0,0,0,0,0,0,0
"CATSPERB",0.0653211,0.050943397,0.4175,0,0.07696429,0.05842932,0.027938144,0.03882979,0.026145916,0.12016574
"CATSPERD",0.45944953,0.30096152,0.25375,0.16916667,0.39464286,0.53289473,0.2968385,0.37536412,0.36200792,0.5260221
"CATSPERG",0.10504587,0,0.085,0.062916666,0.087142855,0.16736843,0,0,0.024805091,0.084262066
"CAV1",0,0.022884615,0,0.15833333,0,0,0,0,0,0
"CAV2",0,0,0,0,0,0,0,0,0,0
"CAV3",0,0,0,0,0,0,0,0,0,0
"CBFA2T2",4.829861,0.5835849,3.138,0.69166666,6.049737,5.708254,1.5024828,0.8290586,3.0291061,6.278195
"CBFA2T3",0,0,0,0,0,0,0,0,0,0
"CBFB",0.6536697,0.7648077,3.882,0.315,0.70535713,2.2172105,1.3170345,0.58265126,0.73225754,0.8222514
"CBL",0.31055045,0.18365385,0.235,0.16083333,0.4725,0.39821053,0.27713794,1.4596632,0.18606205,0.59368783
"CBLB",0.17412844,0.6690385,0.25,2.1479166,1.5164286,1.3340527,1.3038726,0.15829182,0.45093873,0.35585636
"CBLC",0,0,0,0,0,0,0,0,0,0
"CBLL1",0,0,0,0,0,0,0,0,0,0
"CBLN1",0,0,0,0,0,0,0,0,0,0
"CBLN2",0,0,0,0,0,0,0,0,0,0
"CBLN3",0,0,0,0,0,0,0,0,0,0
"CBLN4",0,0,0,0,0,0,0,0,0,0
"CBR1",0,0,0,0,0.29910713,1.9657369,0,0,2.2336695,0
"CBR3",0,0,0,0,0,0,0,0,0,0
"CBR3-AS1",0,0,0,0,0,0,0,0,0,0
"CBR4",1.547156,0.1748077,0.35,0.0275,1.3869643,2.5276315,2.1593115,0.37753108,1.1992449,2.2024965
"CBS",0,0,0,0,0,0,0,0,0,0
"CBWD1",0.023577983,0,0.4125,0.07791667,0.34339285,0.17647368,0.09535284,0.67213523,0,0.13870166
"CBWD2",0,0,0,0,0,0.0027894736,0.0082068965,0.17313167,0,0
"CBWD3",0,0,0,0,0,0,0.0924055,0.24213144,0,0
"CBWD4P",0,0,0,0,0,0,0.03222031,0.060035586,0,0
